sample_id,answer_changed,transition_group,stable_correct,broken,repaired,stable_wrong,stable_wrong_same,stable_wrong_different,gold_answer,baseline_answer,swap_answer,clean_numeric_trace,swap_numeric_trace,clean_numeric_count,swap_numeric_count,numeric_trace_edit_distance,numeric_trace_edit_distance_normalized,first_numeric_divergence_index,shared_numeric_prefix_length
mgsm_0161,True,stable_wrong,False,False,False,True,False,True,32,33,8,"[""10"", ""6"", ""3"", ""5"", ""2"", ""10"", ""5"", ""5"", ""6"", ""2"", ""4"", ""2"", ""3"", ""2"", ""5"", ""10"", ""6"", ""3"", ""5"", ""4"", ""5"", ""33"", ""33"", ""1"", ""10"", ""6"", ""3"", ""10"", ""6""]","[""1"", ""10"", ""6"", ""3"", ""10"", ""6"", ""3"", ""19"", ""2"", ""19"", ""5"", ""2"", ""7"", ""5"", ""2"", ""19"", ""7"", ""12"", ""3"", ""5"", ""2"", ""10"", ""5"", ""5"", ""6"", ""2"", ""8"", ""5"", ""8""]",29,29,23,0.7931034482758621,0,0
mgsm_0162,True,stable_wrong,False,False,False,True,False,True,92,915.80,43.2,"[""20"", ""10"", ""1"", ""36"", ""20"", ""2"", ""10"", ""36"", ""20"", ""1"", ""0.1"", ""36"", ""20"", ""1.1"", ""36"", ""20"", ""45.79"", ""915.8"", ""36"", ""915.8""]","[""20"", ""1"", ""20/100"", ""1.2"", ""36"", ""1.2"", ""43.2"", ""43.2"", ""43.2""]",20,9,17,0.85,1,1
mgsm_0163,True,repaired,False,False,True,False,False,False,50,35,50,"[""3"", ""3"", ""5"", ""15"", ""4"", ""5"", ""5"", ""4"", ""20"", ""15"", ""20"", ""35"", ""35"", ""1"", ""5"", ""3"", ""3"", ""5"", ""15"", ""2"", ""4"", ""5"", ""5""]","[""5"", ""3"", ""3"", ""5"", ""15"", ""3"", ""15"", ""1"", ""4"", ""5"", ""5"", ""4"", ""20"", ""15"", ""15"", ""20"", ""15"", ""15"", ""20"", ""50"", ""50""]",23,21,16,0.6956521739130435,0,0
mgsm_0164,True,repaired,False,False,True,False,False,False,15,3,15,"[""3"", ""35"", ""3"", ""35"", ""105"", ""90"", ""90"", ""105"", ""-15"", ""15"", ""15"", ""-15"", ""1"", ""3"", ""35"", ""3"", ""35"", ""105"", ""2"", ""90"", ""3""]","[""3"", ""35"", ""3"", ""35"", ""105"", ""90"", ""90"", ""105"", ""-15"", ""-15"", ""15""]",21,11,11,0.5238095238095238,9,9
mgsm_0165,False,stable_wrong,False,False,False,True,True,False,77,1500,1500,"[""1"", ""1500"", ""2"", ""1090"", ""1"", ""0.86"", ""1090"", ""0.86"", ""937.4"", ""3"", ""157"", ""74"", ""102"", ""333"", ""4"", ""937.4"", ""333"", ""1270.4"", ""5"", ""1500""]","[""1"", ""1090"", ""157"", ""74"", ""102"", ""1090"", ""157"", ""74"", ""102"", ""2"", ""1"", ""1.1"", ""1090"", ""157"", ""74"", ""102"", ""1.1"", ""3"", ""1500""]",20,19,17,0.85,1,1
mgsm_0166,False,stable_correct,True,False,False,False,False,False,5,5,5,"[""9"", ""3"", ""9"", ""9"", ""15"", ""3"", ""15"", ""45"", ""9"", ""45"", ""45"", ""9"", ""5"", ""5"", ""5""]","[""1"", ""3"", ""2"", ""15"", ""3"", ""15"", ""3"", ""15"", ""45"", ""3"", ""9"", ""45"", ""9"", ""45"", ""9"", ""5"", ""5""]",15,17,7,0.4117647058823529,0,0
mgsm_0167,True,repaired,False,False,True,False,False,False,16,52,16,"[""1"", ""2"", ""2"", ""2"", ""28"", ""28"", ""2"", ""2"", ""2"", ""28"", ""3"", ""2"", ""28"", ""3"", ""26"", ""26"", ""3"", ""2"", ""2"", ""26"", ""3"", ""52"", ""3"", ""52/3"", ""52/3"", ""1"", ""2""]","[""1"", ""2"", ""2"", ""28"", ""2"", ""2"", ""28"", ""3"", ""1"", ""2"", ""2"", ""2"", ""2"", ""28"", ""3"", ""4"", ""28"", ""4"", ""3"", ""24"", ""3"", ""8"", ""4"", ""1"", ""2"", ""2"", ""8"", ""16"", ""16"", ""16""]",27,30,19,0.6333333333333333,3,3
mgsm_0168,False,stable_correct,True,False,False,False,False,False,18,18,18,"[""1"", ""2"", ""2"", ""2"", ""8"", ""8"", ""2"", ""8"", ""2"", ""16"", ""2"", ""18"", ""18"", ""18""]","[""1"", ""2"", ""8"", ""2"", ""8"", ""16"", ""2"", ""16"", ""2"", ""18"", ""18""]",14,11,5,0.35714285714285715,2,2
mgsm_0169,False,stable_correct,True,False,False,False,False,False,120,120,120,"[""20"", ""20"", ""5"", ""100"", ""10"", ""10"", ""2"", ""20"", ""100"", ""20"", ""120"", ""120"", ""120""]","[""20"", ""20"", ""5"", ""100"", ""10"", ""10"", ""2"", ""20"", ""100"", ""20"", ""120"", ""120"", ""120""]",13,13,0,0.0,,13
mgsm_0170,False,stable_correct,True,False,False,False,False,False,150,150,150,"[""3"", ""3"", ""2"", ""2"", ""3"", ""2"", ""6"", ""150"", ""3"", ""3"", ""2"", ""2"", ""3"", ""2"", ""6"", ""25"", ""6"", ""25"", ""150"", ""25""]","[""3"", ""25"", ""75"", ""25"", ""75"", ""2"", ""50"", ""25"", ""75"", ""50"", ""150"", ""150""]",20,12,16,0.8,1,1
mgsm_0171,False,stable_wrong,False,False,False,True,True,False,1210,1190,1190,"[""80"", ""8"", ""640"", ""90"", ""6"", ""540"", ""3"", ""10"", ""30"", ""640"", ""540"", ""30"", ""1190"", ""1190"", ""1"", ""80"", ""8"", ""640"", ""2"", ""90"", ""6"", ""540"", ""3"", ""3"", ""10"", ""30"", ""4"", ""640""]","[""80"", ""8"", ""640"", ""90"", ""6"", ""540"", ""3"", ""10"", ""30"", ""640"", ""540"", ""30"", ""1190"", ""1190""]",28,14,14,0.5,14,14
mgsm_0172,True,stable_wrong,False,False,False,True,False,True,51,37,4,"[""1"", ""8"", ""2"", ""2"", ""3"", ""3"", ""3"", ""8"", ""2"", ""8"", ""3"", ""16"", ""3"", ""13"", ""2"", ""8"", ""16"", ""8"", ""13"", ""16"", ""37"", ""37""]","[""1"", ""3"", ""2"", ""3"", ""8"", ""8"", ""2"", ""16"", ""8"", ""16"", ""16"", ""3"", ""13"", ""8"", ""2"", ""4"", ""4"", ""16"", ""13"", ""4"", ""37"", ""4""]",22,22,12,0.5454545454545454,1,1
mgsm_0173,True,repaired,False,False,True,False,False,False,18000,180,18000,"[""1"", ""300"", ""2"", ""200"", ""3"", ""500"", ""300"", ""200"", ""500"", ""1000"", ""50"", ""150"", ""100"", ""150"", ""150"", ""1000"", ""150"", ""1000"", ""1.5"", ""1500"", ""12"", ""12"", ""1500"", ""12"", ""180""]","[""1"", ""300"", ""200"", ""500"", ""2"", ""300"", ""200"", ""500"", ""1000"", ""3"", ""50"", ""50"", ""1000"", ""0.5"", ""1000"", ""500"", ""4"", ""1000"", ""500"", ""1500"", ""5"", ""12"", ""1500"", ""12"", ""18000"", ""18000""]",25,26,14,0.5384615384615384,2,2
mgsm_0174,True,stable_wrong,False,False,False,True,False,True,95,93,190,"[""1"", ""2"", ""1"", ""60"", ""1.5"", ""0.05"", ""2"", ""60"", ""0.05"", ""1"", ""2"", ""1"", ""1"", ""1"", ""60"", ""1.5"", ""0.05"", ""60"", ""1.55"", ""93"", ""93"", ""93"", ""1"", ""1.5"", ""0.05"", ""2"", ""60"", ""60"", ""1.5"", ""90"", ""60"", ""0.05"", ""3"", ""3""]","[""1"", ""60"", ""60"", ""3"", ""20"", ""2"", ""5"", ""20"", ""20"", ""5"", ""100"", ""3"", ""1.5"", ""90"", ""60"", ""1.5"", ""1.5"", ""60"", ""90"", ""60"", ""90"", ""4"", ""90"", ""100"", ""190""]",34,25,26,0.7647058823529411,1,1
mgsm_0175,True,stable_wrong,False,False,False,True,False,True,15,5,25,"[""3"", ""3"", ""2"", ""2"", ""3"", ""2"", ""5"", ""20"", ""0.5"", ""20"", ""0.5"", ""10"", ""25"", ""10"", ""5"", ""25"", ""5"", ""25"", ""25"", ""5"", ""5"", ""5""]","[""1"", ""3"", ""2"", ""3"", ""2"", ""5"", ""2"", ""4"", ""0.5"", ""20"", ""3"", ""4"", ""5"", ""1"", ""25"", ""25"", ""4"", ""25""]",22,18,13,0.5909090909090909,0,0
mgsm_0176,True,broken,False,True,False,False,False,False,100,100,180,"[""240"", ""80"", ""240"", ""80"", ""160"", ""60"", ""160"", ""160"", ""60"", ""100"", ""100"", ""100"", ""1"", ""240"", ""80"", ""240"", ""80"", ""160"", ""2"", ""60""]","[""240"", ""80"", ""160"", ""80"", ""160"", ""240"", ""240"", ""60"", ""180"", ""180"", ""1"", ""240"", ""80"", ""240"", ""80"", ""160"", ""2"", ""80"", ""160"", ""240"", ""3"", ""240"", ""60"", ""180"", ""180"", ""180""]",20,26,15,0.5769230769230769,2,2
mgsm_0177,True,stable_wrong,False,False,False,True,False,True,350,1250,7,"[""1"", ""4"", ""6000"", ""1500"", ""1"", ""3"", ""6000"", ""2000"", ""1"", ""2"", ""6000"", ""1500"", ""2000"", ""1"", ""2"", ""2500"", ""1250"", ""1500"", ""2000"", ""1250"", ""4750"", ""6000"", ""4750"", ""1250""]","[""1"", ""1/4"", ""6000"", ""1500"", ""2"", ""1/3"", ""6000"", ""2000"", ""3"", ""6000"", ""1500"", ""2000"", ""2500"", ""4"", ""1/2"", ""2500"", ""1250"", ""5"", ""1500"", ""2000"", ""1250"", ""4750"", ""6"", ""6000"", ""4750"", ""1250"", ""7""]",24,27,11,0.4074074074074074,1,1
mgsm_0178,True,stable_wrong,False,False,False,True,False,True,122,26,46,"[""10"", ""4"", ""40"", ""40"", ""4"", ""10"", ""26"", ""26"", ""1"", ""4"", ""10"", ""40"", ""2""]","[""10"", ""4"", ""40"", ""1"", ""4"", ""4"", ""40"", ""4"", ""36"", ""2"", ""10"", ""10"", ""36"", ""10"", ""46"", ""40"", ""36"", ""46""]",13,18,11,0.6111111111111112,3,3
mgsm_0179,False,stable_correct,True,False,False,False,False,False,130,130,130,"[""1"", ""10"", ""5"", ""10"", ""5"", ""2"", ""10"", ""8"", ""10"", ""8"", ""3"", ""1"", ""10"", ""5"", ""50"", ""2"", ""10"", ""8"", ""80"", ""3"", ""50"", ""80"", ""130"", ""130""]","[""1"", ""10"", ""2"", ""5"", ""3"", ""8"", ""4"", ""5"", ""8"", ""13"", ""5"", ""13"", ""10"", ""130"", ""130""]",24,15,16,0.6666666666666666,2,2
mgsm_0180,False,stable_correct,True,False,False,False,False,False,20,20,20,"[""3/4"", ""80"", ""3"", ""4"", ""20"", ""3"", ""60"", ""60"", ""80"", ""60"", ""80"", ""60"", ""20"", ""20"", ""20"", ""1"", ""80"", ""3"", ""4"", ""60"", ""2""]","[""3/4"", ""3/4"", ""80"", ""3/4"", ""60"", ""80"", ""60"", ""80"", ""60"", ""20"", ""20"", ""20""]",21,12,12,0.5714285714285714,1,1
mgsm_0181,False,stable_correct,True,False,False,False,False,False,160,160,160,"[""4"", ""4"", ""5"", ""5"", ""200"", ""5"", ""200"", ""200"", ""5"", ""40"", ""40"", ""4"", ""40"", ""160"", ""5"", ""5"", ""160"", ""160""]","[""1"", ""4"", ""2"", ""5"", ""3"", ""200"", ""4"", ""5"", ""200"", ""5"", ""5"", ""200"", ""5"", ""200"", ""5"", ""40"", ""40"", ""4"", ""4"", ""40"", ""160""]",18,21,12,0.5714285714285714,0,0
mgsm_0182,True,stable_wrong,False,False,False,True,False,True,23,12,18,"[""1"", ""2"", ""2"", ""2"", ""5"", ""2"", ""2"", ""5"", ""30"", ""2"", ""30"", ""2"", ""5"", ""2"", ""15"", ""5"", ""10"", ""2"", ""10"", ""2"", ""12"", ""12"", ""12"", ""1"", ""2""]","[""5"", ""30"", ""1/2"", ""30"", ""5"", ""15"", ""5"", ""20"", ""2"", ""2"", ""20"", ""2"", ""18"", ""18"", ""18""]",25,15,17,0.68,0,0
mgsm_0183,True,stable_wrong,False,False,False,True,False,True,2,258,259,"[""400"", ""55"", ""4"", ""55"", ""220"", ""60"", ""400"", ""3"", ""60"", ""3"", ""63"", ""400"", ""63"", ""3"", ""66"", ""400"", ""66"", ""3"", ""69"", ""400"", ""60"", ""63"", ""66"", ""69"", ""258"", ""220"", ""258""]","[""1"", ""400"", ""55"", ""2"", ""60"", ""63"", ""60"", ""3"", ""66"", ""63"", ""3"", ""70"", ""66"", ""4"", ""400"", ""55"", ""4"", ""55"", ""220"", ""60"", ""63"", ""66"", ""70"", ""60"", ""63"", ""66"", ""70"", ""259""]",27,28,20,0.7142857142857143,0,0
mgsm_0184,True,stable_wrong,False,False,False,True,False,True,25,16.67,3,"[""3"", ""3"", ""4"", ""5"", ""6"", ""3"", ""3"", ""3/6"", ""1/2"", ""2"", ""4"", ""2"", ""2"", ""4"", ""4/6"", ""2/3"", ""3"", ""1/2"", ""2/3"", ""2/3"", ""1/2"", ""4/6"", ""3/6"", ""1/6"", ""1/6"", ""100"", ""16.67""]","[""3"", ""3"", ""4"", ""5"", ""6"", ""3"", ""3/6"", ""1/2"", ""2"", ""4"", ""2/6"", ""2/6"", ""4/36"", ""1/9"", ""3"", ""1/2"", ""1/9"", ""9/18"", ""2/18"", ""7/18"", ""7/18"", ""100"", ""38.89"", ""3""]",27,24,15,0.5555555555555556,6,6
mgsm_0185,True,broken,False,True,False,False,False,False,30,30,60,"[""1/2"", ""20"", ""2"", ""2"", ""20"", ""20"", ""20"", ""20"", ""10"", ""20"", ""10"", ""30"", ""30"", ""1"", ""2"", ""20"", ""1"", ""2"", ""20"", ""3""]","[""1"", ""2"", ""20"", ""20"", ""2"", ""2"", ""20"", ""10"", ""20"", ""60""]",20,10,14,0.7,0,0
mgsm_0186,True,stable_wrong,False,False,False,True,False,True,5,53,6,"[""3"", ""160"", ""160"", ""3"", ""53.33"", ""53"", ""53"", ""53"", ""53"", ""1"", ""3"", ""160"", ""2"", ""160"", ""3"", ""53"", ""3"", ""53"", ""53""]","[""3"", ""6"", ""160"", ""10"", ""10"", ""5"", ""160"", ""6"", ""160"", ""6"", ""160"", ""6"", ""26"", ""6""]",19,14,15,0.7894736842105263,1,1
mgsm_0187,True,repaired,False,False,True,False,False,False,106,87.64,106,"[""1"", ""2"", ""3"", ""100"", ""100"", ""1"", ""2"", ""3"", ""87.64"", ""87.64"", ""87.64"", ""1"", ""100"", ""2"", ""3"", ""2"", ""2"", ""100"", ""1"", ""0.02"", ""10""]","[""1"", ""3"", ""100"", ""2"", ""0.02"", ""3"", ""2"", ""100"", ""0.02"", ""3"", ""6"", ""3"", ""100"", ""6"", ""106"", ""106""]",21,16,14,0.6666666666666666,1,1
mgsm_0188,True,repaired,False,False,True,False,False,False,50,199,50,"[""2"", ""1"", ""20"", ""400"", ""30"", ""20"", ""400"", ""30"", ""2"", ""-1"", ""20"", ""400"", ""30"", ""2"", ""2"", ""20"", ""400"", ""2"", ""2"", ""400"", ""2"", ""398"", ""199"", ""199"", ""400"", ""199""]","[""20"", ""2"", ""20"", ""2"", ""22"", ""30"", ""30"", ""30"", ""22"", ""8"", ""400"", ""8"", ""400"", ""50"", ""50"", ""1"", ""2"", ""20"", ""3"", ""2"", ""2""]",26,21,21,0.8076923076923077,0,0
mgsm_0189,True,broken,False,True,False,False,False,False,34,34,6,"[""20.25"", ""4.5"", ""15.75"", ""20.25"", ""4.5"", ""2"", ""33"", ""66"", ""33"", ""2"", ""20.25"", ""15.75"", ""66"", ""102"", ""3"", ""102"", ""3"", ""34"", ""34""]","[""1"", ""3"", ""20.25"", ""3"", ""20.25"", ""60.75"", ""2"", ""60.75"", ""4.5"", ""56.25"", ""3"", ""60.75"", ""56.25"", ""117"", ""4"", ""2"", ""33"", ""2"", ""33"", ""66"", ""5"", ""117"", ""66"", ""183"", ""6""]",19,25,22,0.88,0,0
mgsm_0190,False,stable_correct,True,False,False,False,False,False,360,360,360,"[""3"", ""60"", ""3"", ""3"", ""60"", ""180"", ""2"", ""180"", ""180"", ""2"", ""360"", ""360"", ""360""]","[""1"", ""3"", ""60"", ""3"", ""60"", ""180"", ""2"", ""2"", ""180"", ""180"", ""2"", ""360"", ""360""]",13,13,4,0.3076923076923077,0,0
mgsm_0191,True,broken,False,True,False,False,False,False,5,5,35,"[""1"", ""3.5"", ""3.5"", ""10"", ""35"", ""2"", ""7"", ""3"", ""35"", ""7"", ""5"", ""5"", ""5""]","[""1"", ""3.5"", ""3.5"", ""2"", ""10"", ""3.5"", ""10"", ""10"", ""3.5"", ""10"", ""35"", ""35""]",13,12,10,0.7692307692307693,3,3
mgsm_0192,True,stable_wrong,False,False,False,True,False,True,91,136,56,"[""10"", ""2"", ""8"", ""10"", ""8"", ""10"", ""80"", ""10"", ""30"", ""30"", ""70"", ""80"", ""0.7"", ""56"", ""56"", ""80"", ""136"", ""136"", ""1"", ""10"", ""2"", ""8"", ""10"", ""2"", ""2"", ""10"", ""8"", ""10"", ""8"", ""1""]","[""1"", ""10"", ""2"", ""10"", ""2"", ""8"", ""2"", ""10"", ""8"", ""10"", ""8"", ""10"", ""80"", ""10"", ""3"", ""30"", ""70"", ""70"", ""80"", ""70"", ""80"", ""0.7"", ""80"", ""56"", ""10"", ""56"", ""56""]",30,27,24,0.8,0,0
mgsm_0193,True,stable_wrong,False,False,False,True,False,True,24,0,30,"[""18"", ""1"", ""3"", ""6"", ""18"", ""6"", ""18"", ""20"", ""18"", ""6"", ""18"", ""20"", ""18"", ""20"", ""18"", ""18"", ""20"", ""0""]","[""1"", ""18"", ""1"", ""3"", ""18"", ""6"", ""6"", ""2"", ""6"", ""18"", ""6"", ""12"", ""3"", ""18"", ""4"", ""12"", ""18"", ""30"", ""5"", ""30"", ""6"", ""6"", ""30""]",18,23,15,0.6521739130434783,0,0
mgsm_0194,False,stable_correct,True,False,False,False,False,False,10,10,10,"[""5"", ""2"", ""5"", ""2"", ""10"", ""20"", ""10"", ""10"", ""10""]","[""1"", ""5"", ""2"", ""2"", ""5"", ""5"", ""2"", ""10"", ""3"", ""20"", ""10"", ""20"", ""10"", ""10"", ""10""]",9,15,6,0.4,0,0
mgsm_0195,False,stable_wrong,False,False,False,True,True,False,12,12.00,12.00,"[""1.2"", ""0.3"", ""1.5"", ""1.5"", ""8"", ""8"", ""8"", ""1.5"", ""12"", ""8"", ""12"", ""12"", ""1"", ""1.2"", ""0.3"", ""1.2"", ""0.3"", ""1.5"", ""2"", ""8"", ""1.5"", ""8"", ""8"", ""1.5"", ""12""]","[""1"", ""1.2"", ""2"", ""0.3"", ""3"", ""1.2"", ""0.3"", ""1.5"", ""4"", ""1.5"", ""8"", ""12"", ""12""]",25,13,18,0.72,0,0
mgsm_0196,False,stable_correct,True,False,False,False,False,False,120,120,120,"[""1"", ""2"", ""2"", ""40"", ""2"", ""3"", ""200"", ""40"", ""2"", ""40"", ""2"", ""80"", ""200"", ""80"", ""120"", ""120"", ""120""]","[""1"", ""40"", ""2"", ""2"", ""40"", ""2"", ""3"", ""200"", ""1"", ""2"", ""2"", ""40"", ""2"", ""80"", ""3"", ""80"", ""200"", ""200"", ""80"", ""120"", ""120"", ""120""]",17,22,6,0.2727272727272727,1,1
mgsm_0197,False,stable_wrong,False,False,False,True,True,False,6277,0,0,"[""8417"", ""9092"", ""17509"", ""17509"", ""8417"", ""9092"", ""17509"", ""17509"", ""0"", ""0""]","[""8417"", ""9092"", ""17509"", ""17509"", ""8417"", ""9092"", ""17509"", ""17509"", ""0"", ""0""]",10,10,0,0.0,,10
mgsm_0198,True,repaired,False,False,True,False,False,False,320,2,320,"[""1"", ""3"", ""2"", ""20"", ""3"", ""20"", ""3"", ""3"", ""3"", ""20"", ""2"", ""6"", ""40"", ""3"", ""3"", ""20"", ""6"", ""40"", ""20"", ""3"", ""20"", ""3"", ""20"", ""20"", ""2"", ""20"", ""3"", ""20"", ""20"", ""20"", ""60"", ""60"", ""20"", ""2""]","[""1"", ""20"", ""3"", ""20"", ""60"", ""20"", ""60"", ""20"", ""40"", ""2"", ""60"", ""40"", ""100"", ""2"", ""100"", ""200"", ""20"", ""60"", ""40"", ""200"", ""320"", ""320""]",34,22,25,0.7352941176470589,1,1
mgsm_0199,True,stable_wrong,False,False,False,True,False,True,7500,15000000,150,"[""1000"", ""5"", ""2"", ""2"", ""5"", ""10"", ""1000"", ""1000"", ""1000"", ""5"", ""10"", ""1000000"", ""15"", ""15000000"", ""15000000"", ""15000000"", ""1"", ""2"", ""3""]","[""1000"", ""0.05"", ""5"", ""0.1"", ""10"", ""0.05"", ""1000"", ""50"", ""0.1"", ""1000"", ""100"", ""50"", ""100"", ""150"", ""150""]",19,15,16,0.8421052631578947,1,1
mgsm_0200,False,stable_correct,True,False,False,False,False,False,55,55,55,"[""5"", ""6"", ""5"", ""6"", ""11"", ""5"", ""11"", ""11"", ""5"", ""55"", ""55"", ""55""]","[""1"", ""5"", ""6"", ""5"", ""6"", ""11"", ""2"", ""5"", ""11"", ""5"", ""55"", ""55"", ""55""]",12,13,3,0.23076923076923078,0,0
mgsm_0201,True,stable_wrong,False,False,False,True,False,True,114200,1871500,5,"[""5000"", ""1"", ""5"", ""1"", ""5000"", ""1"", ""5000"", ""1"", ""5000"", ""2"", ""2000"", ""5"", ""2000"", ""0.05"", ""100"", ""3"", ""5000"", ""100"", ""5100"", ""365"", ""4"", ""5100"", ""365"", ""1871500""]","[""5000"", ""1"", ""5"", ""1"", ""5000"", ""1"", ""5000"", ""1"", ""5000"", ""2"", ""2000"", ""0.05"", ""100"", ""3"", ""5000"", ""100"", ""5100"", ""4"", ""52"", ""52"", ""7"", ""364"", ""5""]",24,23,8,0.3333333333333333,11,11
mgsm_0202,False,stable_correct,True,False,False,False,False,False,100,100,100,"[""10"", ""5"", ""10"", ""5"", ""50"", ""2"", ""50"", ""50"", ""2"", ""100"", ""100"", ""100""]","[""10"", ""5"", ""10"", ""5"", ""50"", ""2"", ""50"", ""50"", ""2"", ""100"", ""100"", ""100""]",12,12,0,0.0,,12
mgsm_0203,True,stable_wrong,False,False,False,True,False,True,31,19,59,"[""2"", ""2"", ""3"", ""3"", ""2"", ""6"", ""1"", ""3"", ""1"", ""3"", ""6"", ""3"", ""9"", ""8"", ""2"", ""9"", ""8"", ""19""]","[""1"", ""3"", ""2"", ""6"", ""2"", ""3"", ""2"", ""1"", ""3"", ""3"", ""9"", ""3"", ""4"", ""6"", ""7"", ""9"", ""8"", ""42"", ""9"", ""8"", ""59"", ""59"", ""59""]",18,23,13,0.5652173913043478,0,0
mgsm_0204,False,stable_correct,True,False,False,False,False,False,98,98,98,"[""9"", ""6"", ""6"", ""9"", ""54"", ""6"", ""2"", ""2"", ""6"", ""12"", ""22"", ""10"", ""32"", ""32"", ""54"", ""12"", ""98"", ""98""]","[""9"", ""6"", ""9"", ""6"", ""54"", ""6"", ""2"", ""6"", ""2"", ""12"", ""22"", ""10"", ""54"", ""12"", ""22"", ""10"", ""54"", ""12"", ""98"", ""98"", ""98""]",18,21,9,0.42857142857142855,2,2
mgsm_0205,False,stable_wrong,False,False,False,True,True,False,98,110,110,"[""89"", ""71"", ""92"", ""100"", ""86"", ""448"", ""71"", ""93"", ""448"", ""6"", ""93"", ""448"", ""558"", ""558"", ""448"", ""110"", ""110"", ""93"", ""110"", ""1"", ""89"", ""71"", ""92"", ""100"", ""86""]","[""1"", ""89"", ""71"", ""92"", ""100"", ""86"", ""2"", ""448"", ""3"", ""93"", ""93"", ""6"", ""4"", ""448"", ""6"", ""93"", ""5"", ""93"", ""6"", ""448"", ""6"", ""558"", ""448"", ""110"", ""110""]",25,25,17,0.68,0,0
mgsm_0206,False,stable_correct,True,False,False,False,False,False,860,860,860,"[""4"", ""5"", ""25"", ""125"", ""4"", ""125"", ""4"", ""500"", ""3"", ""2"", ""60"", ""120"", ""3"", ""120"", ""3"", ""360"", ""500"", ""360"", ""860"", ""860"", ""860"", ""1"", ""4"", ""5"", ""25"", ""4"", ""5"", ""25"", ""125""]","[""1"", ""4"", ""5"", ""5"", ""4"", ""5"", ""4"", ""20"", ""25"", ""20"", ""20"", ""25"", ""500"", ""2"", ""3"", ""2"", ""60"", ""2"", ""3"", ""2"", ""3"", ""6"", ""60"", ""6"", ""6"", ""60"", ""360"", ""3"", ""500"", ""360"", ""860"", ""860"", ""860""]",29,33,26,0.7878787878787878,0,0
mgsm_0207,True,broken,False,True,False,False,False,False,2600,2600,5200,"[""2"", ""2"", ""40"", ""40"", ""2"", ""20"", ""20"", ""80"", ""80"", ""20"", ""1600"", ""25"", ""40"", ""1000"", ""1600"", ""1000"", ""2600"", ""2600"", ""2600"", ""1""]","[""1"", ""40"", ""2"", ""2"", ""40"", ""80"", ""2"", ""25"", ""25"", ""80"", ""2000"", ""3"", ""80"", ""80"", ""40"", ""3200"", ""4"", ""2000"", ""3200"", ""5200""]",20,20,16,0.8,0,0
mgsm_0208,False,stable_correct,True,False,False,False,False,False,76,76,76,"[""1"", ""4"", ""3"", ""4"", ""12"", ""2"", ""5"", ""12"", ""60"", ""3"", ""4"", ""12"", ""60"", ""4"", ""76"", ""76"", ""76""]","[""1"", ""4"", ""3"", ""4"", ""3"", ""12"", ""2"", ""12"", ""5"", ""12"", ""5"", ""60"", ""3"", ""4"", ""12"", ""60"", ""76"", ""76"", ""76""]",17,19,4,0.21052631578947367,4,4
mgsm_0209,True,stable_wrong,False,False,False,True,False,True,145,15,36000,"[""20"", ""1/2"", ""6000"", ""-1200"", ""2"", ""40"", ""3000"", ""-2400"", ""3000"", ""40"", ""600"", ""40"", ""600"", ""40"", ""15"", ""15"", ""15"", ""1"", ""2"", ""20"", ""6000"", ""1200"", ""20"", ""1"", ""2"", ""6000"", ""-1200"", ""3""]","[""1"", ""12"", ""6"", ""6"", ""2"", ""1200"", ""24"", ""6"", ""1200"", ""3"", ""1"", ""6000"", ""24"", ""6"", ""6000"", ""1200"", ""4"", ""6"", ""6000"", ""6"", ""6000"", ""36000""]",28,22,25,0.8928571428571429,0,0
mgsm_0210,True,stable_wrong,False,False,False,True,False,True,10,15,12,"[""30"", ""2"", ""20"", ""40"", ""30"", ""40"", ""70"", ""4"", ""5"", ""4"", ""5"", ""20"", ""4"", ""70"", ""70"", ""10"", ""60"", ""60"", ""4"", ""15"", ""15""]","[""1"", ""30"", ""20"", ""2"", ""40"", ""30"", ""40"", ""70"", ""2"", ""10"", ""70"", ""10"", ""60"", ""3"", ""5"", ""60"", ""5"", ""60"", ""5"", ""12"", ""12""]",21,21,16,0.7619047619047619,0,0
mgsm_0211,True,broken,False,True,False,False,False,False,4,4,52,"[""1"", ""2"", ""3"", ""5"", ""42"", ""2"", ""2"", ""3"", ""5"", ""3"", ""5"", ""2"", ""42"", ""3"", ""5"", ""10"", ""42"", ""8"", ""32"", ""4"", ""4"", ""4""]","[""3"", ""5"", ""3"", ""5"", ""2"", ""42"", ""3"", ""2"", ""5"", ""42"", ""3"", ""5"", ""2"", ""42"", ""3"", ""5"", ""10"", ""10"", ""52"", ""3""]",22,20,12,0.5454545454545454,0,0
mgsm_0212,False,stable_correct,True,False,False,False,False,False,5,5,5,"[""2"", ""2"", ""1.5"", ""6"", ""2"", ""1.5"", ""2"", ""6"", ""3"", ""12"", ""15"", ""3"", ""15"", ""15"", ""3"", ""5"", ""5"", ""5""]","[""2"", ""1.5"", ""6"", ""2"", ""1.5"", ""6"", ""2"", ""7.5"", ""15"", ""15"", ""3"", ""5"", ""5""]",18,13,7,0.3888888888888889,1,1
